,track_id,genre_top,genres_all,split,subset
92609,136084,5,"[322, 5]",training,medium
92610,136085,5,"[322, 5]",training,medium
92611,136086,5,"[322, 5]",training,medium
92612,136087,5,"[322, 5]",training,medium
92613,136088,5,"[322, 5]",training,medium
92614,136089,5,"[322, 5]",training,medium
92616,136091,12,"[89, 12, 25, 111]",training,small
92617,136092,12,"[89, 12, 25, 111]",training,medium
92618,136093,12,"[89, 12, 25, 111]",training,medium
92619,136094,12,"[89, 12, 25, 111]",training,small
92629,136105,12,"[25, 27, 12, 85]",training,medium
92630,136106,12,"[25, 27, 12, 85]",training,medium
92632,136108,12,"[25, 27, 12, 85]",training,medium
92633,136109,12,"[25, 27, 12, 85]",training,medium
92635,136111,12,"[25, 27, 12, 85]",training,medium
92636,136112,12,"[25, 27, 12, 85]",training,medium
92637,136113,12,"[25, 27, 12, 85]",training,medium
92655,136132,17,"[17, 33]",training,medium
92657,136134,17,"[17, 33]",training,small
92658,136135,17,"[17, 33]",training,medium
92659,136136,17,"[17, 33]",training,medium
92660,136137,17,"[17, 33]",training,small
92661,136138,17,"[17, 33]",training,small
92762,136273,12,"[12, 85]",training,medium
92763,136274,12,"[12, 85]",training,medium
92764,136275,12,"[12, 85]",training,small
92765,136276,1235,[1235],validation,small
92774,136318,15,"[400, 182, 15]",training,medium
92775,136319,15,"[400, 182, 15]",training,medium
92776,136320,15,"[400, 182, 15]",training,small
92777,136321,15,"[400, 182, 15]",training,small
92778,136322,15,"[400, 182, 15]",training,small
92779,136323,15,"[400, 182, 15]",training,small
92780,136324,15,"[400, 182, 15]",training,small
92784,136331,1235,"[107, 18, 1235]",training,small
92787,136335,15,[15],validation,medium
92788,136336,15,[15],validation,medium
92789,136337,15,[15],validation,medium
92790,136338,15,[15],validation,medium
92791,136339,15,[15],validation,medium
92792,136340,15,[15],validation,medium
92793,136341,15,[15],validation,medium
92830,136400,12,"[25, 12, 31]",training,medium
92831,136401,12,"[25, 12, 31]",training,medium
92832,136402,12,"[25, 12, 31]",training,medium
92833,136403,12,"[25, 12, 31]",training,medium
92834,136404,12,"[25, 12, 31]",training,small
92848,136420,15,"[400, 182, 15]",training,medium
92849,136424,15,"[400, 182, 15]",training,small
92850,136427,15,"[400, 182, 15]",training,medium
92851,136428,15,"[400, 182, 15]",training,medium
92864,136449,21,[21],training,small
92867,136455,15,[15],training,medium
92868,136457,12,"[26, 12]",training,medium
92869,136458,12,"[89, 25, 12]",training,medium
92872,136462,4,[4],training,medium
92873,136463,15,"[182, 15]",training,medium
92875,136465,21,[21],training,small
92876,136466,21,[21],training,small
92877,136467,21,[21],training,small
92878,136468,21,[21],training,small
92879,136469,21,[21],training,small
92929,136523,38,"[41, 38, 247]",training,medium
92950,136544,12,"[25, 109, 12, 45]",test,medium
92951,136545,12,"[25, 109, 12, 45]",test,medium
92952,136546,12,"[25, 109, 12, 45]",test,medium
92953,136547,12,"[25, 109, 12, 45]",test,medium
92954,136548,12,"[25, 109, 12, 45]",test,medium
93018,136636,38,"[41, 38]",validation,medium
93019,136637,38,"[41, 38]",validation,medium
93083,136705,12,"[404, 27, 12, 85]",training,small
93084,136706,12,"[404, 27, 12, 85]",training,small
93085,136707,12,"[404, 27, 12, 85]",training,small
93086,136708,12,"[404, 27, 12, 85]",training,small
93087,136709,12,"[404, 27, 12, 85]",training,small
93088,136710,15,"[495, 286, 15]",training,medium
93089,136711,15,"[495, 286, 15]",training,medium
93090,136712,15,"[495, 286, 15]",training,medium
93091,136713,15,"[495, 286, 15]",training,medium
93092,136714,15,"[495, 286, 15]",training,medium
93093,136715,15,"[495, 286, 15]",training,medium
93094,136716,15,"[495, 286, 15]",training,medium
93095,136717,15,"[495, 286, 15]",training,medium
93096,136718,15,"[495, 286, 15]",training,medium
93097,136719,15,"[495, 286, 15]",training,medium
93229,136877,38,"[32, 38, 247]",validation,medium
93231,136879,38,"[32, 38, 247]",validation,medium
93234,136882,12,"[58, 12]",training,medium
93235,136883,12,"[58, 12]",training,medium
93239,136887,38,"[32, 38, 247]",validation,medium
93240,136888,38,"[32, 38, 247]",validation,medium
93245,136893,38,"[32, 38, 247]",validation,medium
93272,136928,38,"[32, 38, 47]",training,small
93273,136929,38,"[32, 38, 47]",training,medium
93274,136930,38,"[32, 38, 47]",training,medium
93276,136933,38,"[32, 38, 47]",training,medium
93333,136994,2,"[46, 2, 502]",training,small
93334,136995,2,"[46, 2, 502]",training,small
93344,137013,12,"[25, 12]",test,medium
93362,137049,15,"[184, 15, 236, 183]",training,medium
93363,137050,15,"[184, 15, 236, 183]",training,medium
93364,137051,15,"[184, 15, 236, 183]",training,medium
93365,137052,15,"[184, 15, 236, 183]",training,medium
93366,137053,15,"[184, 15, 236, 183]",training,medium
93367,137054,15,"[184, 15, 236, 183]",training,small
93426,137117,38,"[1, 247, 38, 41]",training,medium
93443,137135,38,"[1, 247, 38, 41]",training,medium
93454,137146,15,"[337, 495, 15]",training,medium
93455,137147,15,"[337, 495, 15]",training,medium
93456,137148,15,"[337, 495, 15]",training,medium
93457,137149,15,"[337, 495, 15]",training,medium
93458,137150,15,"[337, 495, 15]",training,medium
93459,137151,15,"[337, 495, 15]",training,small
93460,137152,15,"[337, 495, 15]",training,small
93473,137166,1235,"[267, 1235]",training,small
93474,137167,1235,"[267, 1235]",training,small
93475,137168,1235,"[267, 1235]",training,small
93476,137169,1235,"[267, 1235]",training,small
93477,137170,1235,"[267, 1235]",training,small
93478,137171,1235,"[267, 1235]",training,small
93479,137172,1235,"[267, 1235]",training,small
93480,137173,1235,"[267, 1235]",training,small
93481,137174,1235,"[267, 1235]",training,small
93482,137175,1235,"[267, 1235]",training,small
93483,137176,1235,"[267, 1235]",training,small
93485,137178,15,"[495, 286, 15]",training,medium
93486,137179,15,"[495, 286, 15]",training,medium
93487,137180,15,"[495, 286, 15]",training,medium
93488,137181,15,"[495, 286, 15]",training,medium
93489,137182,15,"[495, 286, 15]",training,medium
93490,137183,15,"[495, 286, 15]",training,medium
93491,137184,15,"[495, 286, 15]",training,medium
93492,137198,12,"[440, 25, 12, 85]",training,medium
93493,137199,12,"[440, 25, 12, 85]",training,medium
93494,137200,12,"[440, 25, 12, 85]",training,medium
93495,137201,12,"[440, 25, 12, 85]",training,medium
93496,137202,12,"[440, 25, 12, 85]",training,medium
93497,137203,12,"[440, 25, 12, 85]",training,medium
93498,137204,12,"[440, 25, 12, 85]",training,medium
93499,137205,12,"[440, 25, 12, 85]",training,medium
93500,137206,12,"[440, 25, 12, 85]",training,medium
93501,137207,12,"[440, 25, 12, 85]",training,medium
93502,137208,12,"[440, 25, 12, 85]",training,medium
93503,137209,12,"[440, 25, 12, 85]",training,medium
93504,137210,12,"[440, 25, 12, 85]",training,medium
93505,137211,12,"[440, 25, 12, 85]",training,small
93506,137212,12,"[440, 25, 12, 85]",training,small
93507,137213,12,"[440, 25, 12, 85]",training,small
93508,137214,12,"[440, 25, 12, 85]",training,small
93550,137273,12,"[25, 12, 85]",training,medium
93551,137274,12,"[25, 12, 85]",training,medium
93552,137275,12,"[25, 12, 85]",training,medium
93553,137276,12,"[25, 12, 85]",training,medium
93554,137277,12,"[25, 12, 85]",training,medium
93555,137278,12,"[25, 12, 85]",training,medium
93614,137356,12,"[361, 12, 109, 439, 25, 31]",training,small
93633,137390,15,"[495, 286, 15]",training,medium
93634,137391,15,"[495, 286, 15]",training,medium
93635,137392,15,"[495, 286, 15]",training,medium
93636,137393,15,"[495, 286, 15]",training,medium
93637,137394,15,"[495, 286, 15]",training,medium
93638,137395,15,"[495, 286, 15]",training,medium
93639,137396,15,"[495, 286, 15]",training,medium
93640,137397,15,"[495, 286, 15]",training,medium
93641,137398,15,"[495, 286, 15]",training,medium
93642,137399,15,"[495, 286, 15]",training,medium
93643,137400,15,"[495, 286, 15]",training,medium
93660,137417,12,"[25, 66, 12, 111]",training,small
93661,137418,12,"[25, 66, 12, 111]",training,small
93662,137419,12,"[25, 66, 12, 111]",training,small
93663,137420,12,"[25, 66, 12, 111]",training,medium
93664,137421,12,"[25, 66, 12, 111]",training,medium
93665,137422,12,"[25, 66, 12, 111]",training,medium
93666,137423,12,"[25, 66, 12, 111]",training,small
93667,137424,12,"[25, 66, 12, 111]",training,small
93668,137425,12,"[25, 66, 12, 111]",training,small
93669,137426,12,"[25, 66, 12, 111]",training,small
93670,137427,15,"[181, 182, 15]",training,medium
93671,137428,15,"[181, 182, 15]",training,medium
93672,137429,15,"[181, 182, 15]",training,medium
93673,137430,15,"[181, 182, 15]",training,medium
93674,137431,15,"[181, 182, 15]",training,medium
93675,137432,15,"[181, 182, 15]",training,medium
93676,137433,15,"[181, 182, 15]",training,medium
93677,137434,15,"[181, 182, 15]",training,medium
93678,137435,15,"[181, 182, 15]",training,medium
93679,137436,15,"[181, 182, 15]",training,medium
93704,137461,15,"[495, 286, 15]",training,medium
93705,137462,15,"[495, 286, 15]",training,small
93706,137463,15,"[495, 286, 15]",training,small
93722,137484,38,"[41, 38, 247]",training,small
93731,137494,38,"[32, 38]",training,medium
93734,137500,38,"[32, 38]",training,small
93761,137539,15,"[236, 15]",training,medium
93763,137541,15,"[236, 15]",training,medium
93764,137542,15,"[236, 15]",training,medium
93771,137549,38,"[514, 38]",training,medium
93773,137551,38,"[514, 38]",training,small
93774,137552,38,"[514, 38]",training,medium
93778,137556,38,"[514, 38]",test,medium
93780,137558,38,"[514, 38]",validation,medium
93782,137560,38,"[514, 38]",training,medium
93783,137561,38,"[514, 38]",training,small
93785,137563,38,"[514, 38]",training,small
93786,137564,12,"[26, 12]",training,medium
93787,137565,12,"[26, 12]",training,medium
93788,137566,12,"[26, 12]",training,medium
93789,137567,12,"[26, 12]",training,small
93800,137578,12,"[101, 12, 109, 25, 31]",training,medium
93801,137579,12,"[101, 12, 109, 25, 31]",training,medium
93803,137581,12,"[101, 12, 109, 25, 31]",training,medium
93804,137582,12,"[101, 12, 109, 25, 31]",training,medium
93805,137583,12,"[101, 12, 109, 25, 31]",training,medium
93806,137584,12,"[101, 12, 109, 25, 31]",training,medium
93807,137585,12,"[101, 12, 109, 25, 31]",training,medium
93808,137586,12,"[101, 12, 109, 25, 31]",training,medium
93809,137587,12,"[101, 12, 109, 25, 31]",training,medium
93810,137588,12,"[101, 12, 109, 25, 31]",training,medium
93811,137589,12,"[101, 12, 109, 25, 31]",training,medium
93812,137590,12,"[101, 12, 109, 25, 31]",training,medium
93813,137591,12,"[101, 12, 109, 25, 31]",training,medium
93814,137592,12,"[101, 12, 109, 25, 31]",training,medium
93815,137593,12,"[101, 12, 109, 25, 31]",training,small
93825,137603,12,"[88, 89, 12, 25]",test,medium
93826,137604,12,"[88, 89, 12, 25]",test,medium
93827,137605,12,"[88, 89, 12, 25]",test,small
93828,137606,12,"[88, 89, 12, 25]",test,medium
93829,137607,12,"[88, 89, 12, 25]",test,medium
93830,137608,12,"[88, 89, 12, 25]",test,medium
93831,137609,12,"[88, 89, 12, 25]",test,medium
93846,137624,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,small
93847,137625,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,medium
93848,137627,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,small
93849,137629,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,medium
93850,137630,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,small
93851,137631,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,small
93852,137632,12,"[101, 167, 12, 45, 109, 53, 25, 31]",test,small
93882,137666,38,"[41, 38, 247]",training,medium
93923,137715,12,"[404, 12, 85]",validation,small
93924,137716,12,"[404, 12, 85]",validation,small
93925,137717,12,"[404, 12, 85]",validation,small
93926,137718,12,"[404, 12, 85]",validation,medium
93927,137719,12,"[404, 12, 85]",validation,small
93928,137720,12,"[404, 12, 85]",validation,small
93929,137721,12,"[404, 12, 85]",validation,small
93930,137722,12,"[404, 12, 85]",validation,small
93931,137723,12,"[404, 12, 85]",validation,small
93932,137724,12,"[404, 12, 85]",validation,small
93933,137725,12,"[404, 12, 85]",validation,small
93934,137726,12,"[26, 27, 12, 66]",training,medium
93935,137727,12,"[26, 27, 12, 66]",training,medium
93936,137728,12,"[26, 27, 12, 66]",training,medium
93937,137729,12,"[26, 27, 12, 66]",training,medium
93938,137730,12,"[25, 66, 12, 109]",training,medium
93939,137731,12,"[25, 66, 12, 109]",training,medium
93940,137732,12,"[25, 66, 12, 109]",training,medium
93941,137733,12,"[25, 66, 12, 109]",training,medium
93942,137734,12,"[25, 66, 12, 109]",training,medium
93943,137735,12,"[25, 66, 12, 109]",training,medium
93944,137736,12,"[25, 66, 12, 109]",training,medium
93945,137737,12,"[25, 66, 12, 109]",training,medium
93946,137738,12,"[25, 66, 12, 109]",training,medium
93947,137739,12,"[25, 66, 12, 109]",training,medium
93948,137740,12,"[25, 66, 12, 109]",training,small
94026,137836,12,"[12, 359]",training,medium
94027,137837,12,"[12, 359]",training,medium
94030,137840,12,"[12, 359]",training,medium
94051,137863,12,"[66, 12]",validation,medium
94052,137864,12,"[66, 12]",validation,medium
94053,137865,12,"[66, 12]",validation,medium
94054,137866,12,"[66, 12]",validation,medium
94061,137873,12,"[58, 66, 12, 45]",training,medium
94062,137874,12,"[58, 66, 12, 45]",training,medium
94063,137876,12,"[58, 66, 12, 45]",training,medium
94077,137891,21,[21],training,medium
94078,137892,21,[21],training,medium
94079,137893,21,[21],training,medium
94080,137894,21,[21],training,medium
94081,137895,21,[21],training,small
94082,137896,21,[21],training,small
94083,137897,21,[21],training,medium
94084,137898,21,[21],training,small
94085,137899,21,[21],training,small
94086,137900,21,[21],training,small
94087,137901,21,[21],training,small
94090,137905,17,"[17, 103]",training,medium
94091,137906,17,"[17, 103]",training,medium
94092,137907,17,"[17, 103]",training,small
94096,137920,15,"[181, 15]",training,medium
94097,137921,15,"[181, 15]",training,medium
94098,137922,15,"[181, 15]",training,medium
94099,137923,15,"[181, 15]",training,medium
94100,137924,15,"[181, 15]",training,medium
94101,137925,15,"[181, 15]",training,medium
94102,137926,15,"[181, 15]",training,medium
94103,137927,15,"[181, 15]",training,medium
94104,137928,12,"[45, 12, 53]",training,medium
94105,137929,12,"[45, 12, 53]",training,medium
94109,137933,12,"[45, 12, 53]",training,medium
94111,137935,12,"[45, 12, 53]",training,small
94113,137937,12,"[45, 12, 53]",training,medium
94115,137939,12,"[45, 12, 53]",training,medium
94116,137940,12,"[45, 12, 53]",training,medium
94117,137941,12,"[45, 12, 53]",training,medium
94118,137942,12,"[89, 66, 12, 25]",training,medium
94119,137943,12,"[89, 66, 12, 25]",training,medium
94120,137944,12,"[89, 66, 12, 25]",training,medium
94121,137945,12,"[89, 66, 12, 25]",training,medium
94122,137946,12,"[89, 66, 12, 25]",training,medium
94123,137947,12,"[89, 66, 12, 25]",training,medium
94124,137948,12,"[89, 66, 12, 25]",training,medium
94125,137949,12,"[89, 66, 12, 25]",training,medium
94126,137950,12,"[89, 66, 12, 25]",training,medium
94127,137951,12,"[89, 66, 12, 25]",training,medium
94128,137952,12,"[89, 66, 12, 25]",training,medium
94162,137988,17,[17],training,medium
94163,137989,17,[17],training,medium
94164,137990,17,[17],training,small
94165,137991,12,"[31, 12, 167]",training,medium
94166,137992,12,"[31, 12, 167]",training,medium
94167,137993,12,"[31, 12, 167]",training,medium
94168,137994,12,"[31, 12, 167]",training,medium
94169,137995,12,"[31, 12, 167]",training,medium
94170,137996,12,"[31, 12, 167]",training,medium
94171,137997,12,"[31, 12, 167]",training,medium
94172,137998,12,"[31, 12, 167]",training,small
94180,138007,12,"[26, 12, 31]",training,medium
94181,138008,12,"[26, 12, 31]",training,medium
94183,138010,12,"[26, 12, 31]",training,small
94184,138011,15,[15],training,medium
94185,138012,15,[15],training,medium
94186,138013,15,[15],training,medium
94187,138014,15,[15],training,medium
94188,138015,17,[17],training,small
94189,138016,17,[17],training,small
94190,138017,17,[17],training,small
94191,138018,1235,"[18, 1235]",test,small
94192,138019,1235,"[18, 1235]",test,small
94193,138020,1235,"[18, 1235]",test,small
94194,138021,1235,"[18, 1235]",test,small
94195,138022,1235,"[18, 1235]",test,small
94196,138023,1235,"[18, 1235]",test,small
94197,138024,1235,"[18, 1235]",test,small
94198,138025,1235,"[18, 1235]",test,small
94199,138026,1235,"[18, 1235]",test,small
94204,138038,10,[10],training,small
94205,138039,10,[10],training,small
94206,138040,10,[10],training,small
94207,138041,10,[10],training,small
94208,138042,12,"[64, 25, 12]",training,medium
94210,138044,12,"[64, 25, 12]",training,medium
94211,138045,12,"[64, 25, 12]",training,medium
94212,138046,12,"[64, 25, 12]",training,medium
94213,138047,12,"[64, 25, 12]",training,medium
94214,138048,12,"[64, 25, 12]",training,medium
94215,138049,12,"[64, 25, 12]",training,medium
94216,138050,12,"[64, 25, 12]",training,medium
94217,138051,12,"[64, 25, 12]",training,medium
94218,138052,12,"[64, 25, 12]",training,medium
94219,138053,12,"[64, 25, 12]",training,small
94220,138054,12,"[66, 12]",validation,medium
94221,138055,12,"[66, 12]",validation,medium
94222,138056,12,"[66, 12]",validation,medium
94223,138057,12,"[66, 12]",validation,medium
94224,138058,12,"[66, 12]",validation,medium
94225,138059,12,"[66, 12]",validation,medium
94226,138060,12,"[66, 12]",validation,small
94227,138061,12,"[66, 12]",validation,small
94228,138062,10,[10],training,small
94229,138063,10,[10],training,small
94230,138064,10,[10],training,small
94231,138065,10,[10],training,small
94232,138066,10,[10],training,small
94233,138067,10,[10],training,small
94234,138068,10,[10],training,small
94235,138069,10,[10],training,small
94236,138070,10,[10],training,small
94237,138071,10,[10],training,small
94281,138116,12,"[25, 12]",test,medium
94282,138117,12,"[25, 12]",test,medium
94283,138118,12,"[25, 12]",test,medium
94284,138119,12,"[25, 12]",test,medium
94285,138120,12,"[25, 12]",test,medium
94295,138132,15,"[183, 236, 15]",training,medium
94296,138133,15,"[183, 236, 15]",training,medium
94297,138134,15,"[183, 236, 15]",training,medium
94298,138135,15,"[183, 236, 15]",training,medium
94299,138136,15,"[183, 236, 15]",training,medium
94300,138137,15,"[183, 236, 15]",training,medium
94301,138138,15,"[183, 236, 15]",training,medium
94359,138203,12,"[66, 359, 12, 113, 26]",training,medium
94360,138204,12,"[66, 359, 12, 113, 26]",training,medium
94361,138205,12,"[66, 359, 12, 113, 26]",training,medium
94362,138206,12,"[66, 359, 12, 113, 26]",training,medium
94363,138207,12,"[66, 359, 12, 113, 26]",training,small
94364,138208,12,"[66, 359, 12, 113, 26]",training,medium
94365,138209,12,"[66, 359, 12, 113, 26]",training,medium
94366,138210,12,"[66, 359, 12, 113, 26]",training,small
94367,138211,12,"[66, 359, 12, 113, 26]",training,small
94368,138212,21,[21],training,small
94369,138213,21,[21],training,small
94370,138215,21,[21],training,small
94371,138216,21,[21],training,small
94372,138217,21,[21],training,small
94373,138218,21,[21],training,small
94408,138256,38,"[224, 41, 38]",training,small
94412,138260,38,"[224, 41, 38]",training,medium
94414,138262,38,"[224, 41, 38]",training,medium
94415,138263,38,"[224, 41, 38]",training,medium
94421,138274,12,"[25, 12, 85, 111]",training,medium
94422,138275,12,"[25, 12, 85, 111]",training,medium
94423,138276,12,"[25, 12, 85, 111]",training,medium
94424,138277,12,"[25, 12, 85, 111]",training,medium
94425,138278,12,"[25, 12, 85, 111]",training,medium
94426,138279,12,"[25, 12, 85, 111]",training,medium
94427,138280,12,"[25, 12, 85, 111]",training,medium
94428,138281,12,"[25, 12, 85, 111]",training,medium
94429,138282,12,"[25, 12, 85, 111]",training,small
94438,138291,12,"[25, 12]",training,medium
94439,138292,12,"[25, 12]",training,medium
94440,138293,12,"[25, 12]",training,medium
94444,138297,12,"[25, 12]",training,medium
94445,138298,12,"[25, 12, 111]",training,medium
94446,138299,12,"[25, 12, 111]",training,medium
94447,138300,12,"[25, 12, 111]",training,medium
94448,138301,12,"[25, 12, 111]",training,medium
94449,138302,12,"[25, 12, 111]",training,medium
94450,138303,12,"[25, 12, 111]",training,medium
94451,138304,12,"[25, 12, 85]",training,medium
94452,138305,12,"[25, 12, 85]",training,medium
94453,138306,12,"[25, 12, 85]",training,small
94458,138311,12,"[88, 25, 12, 111]",training,small
94459,138312,12,"[88, 25, 12, 111]",training,medium
94460,138313,12,"[88, 25, 12, 111]",training,medium
94461,138314,12,"[88, 25, 12, 111]",training,medium
94462,138315,12,"[88, 25, 12, 111]",training,medium
94463,138316,12,"[88, 25, 12, 111]",training,medium
94464,138317,12,"[88, 25, 12, 111]",training,small
94465,138318,12,"[88, 25, 12, 111]",training,small
94466,138319,12,"[88, 25, 12, 111]",training,small
94467,138320,12,"[88, 25, 12, 111]",training,small
94476,138342,38,"[38, 224, 30]",training,medium
94481,138347,38,"[38, 224, 30]",training,medium
94482,138348,12,"[25, 12, 109]",validation,medium
94483,138349,12,"[25, 12, 109]",validation,medium
94484,138350,12,"[25, 12, 109]",validation,medium
94485,138351,12,"[25, 12, 109]",validation,small
94486,138353,12,"[25, 12, 109]",training,medium
94487,138354,12,"[25, 12, 109]",training,medium
94488,138355,12,"[25, 12, 109]",training,small
94534,138406,17,"[17, 103]",training,small
94535,138407,17,"[17, 103]",training,medium
94536,138408,17,"[17, 103]",training,medium
94537,138409,17,"[17, 103]",training,medium
94538,138410,17,"[17, 103]",training,small
94539,138411,17,"[17, 103]",training,medium
94540,138412,17,"[17, 103]",training,medium
94541,138413,17,"[17, 103]",training,small
94542,138414,17,"[17, 103]",training,small
94543,138415,17,"[17, 103]",training,small
94544,138416,17,"[17, 103]",training,small
94597,138480,15,"[42, 236, 181, 15]",training,medium
94600,138484,15,"[42, 236, 181, 15]",training,medium
94602,138486,15,"[42, 236, 181, 15]",training,medium
94605,138489,15,"[42, 236, 181, 15]",training,medium
94621,138506,12,"[12, 70]",training,medium
94626,138511,12,"[12, 70]",training,medium
94688,138578,15,"[296, 181, 182, 15]",training,small
94689,138579,15,"[296, 181, 182, 15]",training,small
94690,138580,15,"[296, 181, 182, 15]",training,small
94691,138581,15,"[296, 181, 182, 15]",training,small
94692,138582,15,"[495, 236, 15]",training,medium
94693,138583,15,"[495, 236, 15]",training,medium
94694,138584,15,"[495, 236, 15]",training,medium
94695,138585,15,"[495, 236, 15]",training,medium
94696,138586,15,"[495, 236, 15]",training,medium
94747,138659,38,"[41, 38, 247]",training,medium
94810,138732,15,"[495, 236, 15]",training,medium
94811,138733,15,"[495, 236, 15]",training,medium
94812,138734,15,"[495, 236, 15]",training,medium
94813,138735,15,"[495, 236, 15]",training,medium
94814,138736,15,"[495, 236, 15]",training,medium
94815,138737,15,"[495, 236, 15]",training,medium
94816,138738,15,"[495, 236, 15]",training,medium
94817,138739,15,"[495, 236, 15]",training,medium
94818,138740,15,"[495, 236, 15]",training,medium
94976,138917,9,"[137, 9]",training,medium
94977,138918,9,"[137, 9]",training,medium
94984,138925,38,"[32, 38, 47]",training,medium
94988,138929,38,"[32, 38, 47]",training,medium
94989,138930,38,"[32, 38, 47]",validation,medium
95050,139001,38,"[32, 38]",training,medium
95052,139003,1235,"[107, 18, 1235]",training,small
95091,139043,10,"[362, 10]",training,small
95107,139059,5,"[441, 5]",training,medium
95108,139060,5,"[441, 5]",training,medium
95109,139061,5,"[441, 5]",training,medium
95110,139062,5,"[441, 5]",training,medium
95111,139063,5,"[441, 5]",training,medium
95112,139064,5,"[441, 5]",training,medium
95113,139065,5,"[441, 5]",training,medium
95114,139066,5,"[441, 5]",training,medium
95153,139106,12,"[12, 70]",training,medium
95155,139108,12,"[12, 70]",training,medium
95156,139109,12,"[12, 70]",training,medium
95157,139110,17,"[33, 17]",training,small
95158,139111,17,"[33, 17]",training,medium
95159,139112,17,"[33, 17]",training,small
95161,139117,12,"[89, 12, 25]",training,small
95162,139119,12,"[89, 12, 25]",training,medium
95163,139120,12,"[89, 12, 25]",training,medium
95164,139121,12,"[89, 12, 25]",training,medium
95165,139122,12,"[89, 12, 25]",training,medium
95166,139123,12,"[89, 12, 25]",training,small
95187,139144,15,[15],training,medium
95188,139145,15,[15],training,medium
95207,139172,15,"[236, 15]",training,medium
95208,139173,15,"[236, 15]",training,medium
95209,139174,15,"[236, 15]",training,medium
95256,139225,15,[15],training,medium
95257,139226,15,[15],training,small
95259,139232,12,"[58, 12, 85]",training,medium
95260,139233,12,"[58, 12, 85]",training,medium
95261,139234,12,"[58, 12, 85]",training,medium
95262,139235,12,"[58, 12, 85]",training,medium
95263,139236,12,"[58, 12, 85]",training,medium
95319,139323,38,"[250, 38]",training,medium
95321,139325,38,"[250, 38]",training,medium
95325,139329,38,"[250, 38]",training,small
95326,139330,38,"[250, 38]",training,small
95327,139331,38,"[250, 38]",training,medium
95328,139332,38,"[250, 38]",training,medium
95329,139333,38,"[250, 38]",training,medium
95349,139363,38,[38],training,medium
95355,139369,38,[38],training,medium
95373,139414,38,"[32, 38]",training,medium
95399,139458,12,"[89, 27, 12, 25]",training,medium
95400,139459,12,"[89, 27, 12, 25]",training,medium
95401,139460,12,"[89, 27, 12, 25]",training,medium
95402,139461,12,"[89, 27, 12, 25]",training,small
95424,139484,1235,"[107, 1235]",training,medium
95425,139485,1235,"[107, 1235]",training,small
95426,139486,1235,"[107, 1235]",training,medium
95427,139487,1235,"[107, 1235]",training,medium
95428,139488,1235,"[107, 1235]",training,medium
95429,139489,1235,"[107, 1235]",training,medium
95430,139490,1235,"[107, 1235]",training,medium
95431,139491,1235,"[107, 1235]",training,small
95440,139520,17,"[17, 103]",training,small
95441,139521,17,"[17, 103]",training,small
95442,139522,17,"[17, 103]",training,small
95443,139523,17,"[17, 103]",training,small
95444,139524,17,"[17, 103]",training,small
95445,139525,12,"[58, 12]",training,medium
95448,139528,12,"[58, 12]",training,medium
95449,139529,12,"[58, 12]",training,medium
95452,139532,1235,[1235],training,small
95453,139533,1235,[1235],training,medium
95454,139534,1235,[1235],training,small
95455,139535,1235,[1235],training,medium
95456,139536,1235,[1235],training,small
95457,139537,1235,[1235],training,small
95469,139584,15,[15],training,medium
95474,139589,15,[15],training,medium
95479,139626,15,"[495, 236, 15]",training,medium
95480,139627,15,"[495, 236, 15]",training,medium
95481,139628,15,"[495, 236, 15]",training,medium
95482,139629,15,"[495, 236, 15]",training,medium
95483,139630,15,"[495, 236, 15]",training,medium
95484,139631,15,"[495, 236, 15]",training,medium
95485,139632,15,"[495, 236, 15]",training,medium
95486,139633,15,"[495, 236, 15]",training,medium
95487,139634,15,"[495, 236, 15]",training,medium
95488,139635,15,"[495, 236, 15]",training,medium
95490,139637,38,"[456, 247, 38, 47]",training,small
95491,139638,38,"[456, 247, 38, 47]",training,small
95516,139663,38,"[32, 38]",training,small
95532,139681,38,"[38, 47]",training,small
95536,139685,38,"[38, 47]",training,medium
95537,139686,38,"[38, 47]",training,medium
95538,139687,38,"[38, 47]",training,small
95539,139688,38,"[38, 47]",training,small
95556,139718,15,"[296, 181, 15]",training,medium
95557,139719,15,"[296, 181, 15]",training,medium
95558,139720,15,"[296, 181, 15]",training,medium
95559,139721,15,"[296, 181, 15]",training,medium
95560,139722,15,"[296, 181, 15]",training,medium
95561,139723,15,"[296, 181, 15]",training,medium
95562,139724,15,"[296, 181, 15]",training,medium
95563,139725,15,"[296, 181, 15]",training,medium
95564,139726,15,"[296, 181, 15]",training,medium
95565,139727,15,"[296, 181, 15]",training,medium
95566,139728,15,"[296, 181, 15]",training,medium
95567,139729,15,"[296, 181, 15]",training,medium
95601,139765,12,"[25, 12, 109]",training,medium
95602,139766,12,"[25, 12, 109]",training,medium
95603,139767,12,"[25, 12, 109]",training,medium
95604,139768,12,"[25, 12, 109]",training,medium
95605,139769,12,"[25, 12, 109]",training,small
95606,139770,12,"[25, 12, 109]",training,small
95607,139771,1235,"[18, 1235]",training,small
95608,139772,1235,"[18, 1235]",training,small
