,track_id,genre_top,genres_all
88532,130809,15,"[236, 181, 15]"
88577,130854,12,"[26, 12]"
88578,130855,12,"[26, 12]"
88579,130856,12,"[26, 12]"
88590,130867,15,"[240, 297, 15]"
88591,130868,15,"[240, 297, 15]"
88592,130869,15,"[240, 297, 15]"
88593,130870,15,"[240, 297, 15]"
88594,130871,15,"[240, 297, 15]"
88595,130872,15,"[240, 297, 15]"
88597,130874,15,"[240, 297, 15]"
88599,130876,15,"[240, 297, 15]"
88600,130877,15,"[240, 297, 15]"
88601,130878,15,"[240, 297, 15]"
88603,130880,15,"[240, 297, 15]"
88604,130881,15,"[240, 297, 15]"
88605,130882,15,"[240, 297, 15]"
88606,130883,15,"[240, 297, 15]"
88607,130884,15,"[240, 297, 15]"
88608,130885,15,"[240, 297, 15]"
88610,130887,15,"[240, 297, 15]"
88611,130888,15,"[240, 297, 15]"
88612,130889,15,"[240, 297, 15]"
88613,130890,15,"[240, 297, 15]"
88616,130894,15,"[240, 297, 15]"
88617,130895,15,"[240, 297, 15]"
88618,130896,15,"[240, 297, 15]"
88619,130897,15,"[240, 297, 15]"
88620,130898,15,"[240, 297, 15]"
88621,130899,15,"[240, 297, 15]"
88623,130901,15,"[240, 297, 15]"
88624,130902,15,"[240, 297, 15]"
88626,130904,15,"[240, 297, 15]"
88627,130905,15,"[240, 297, 15]"
88628,130906,15,"[240, 297, 15]"
88629,130907,15,"[240, 297, 15]"
88630,130908,15,"[240, 297, 15]"
88631,130909,15,"[240, 297, 15]"
88632,130910,15,"[240, 297, 15]"
88633,130911,15,"[240, 297, 15]"
88635,130913,15,"[240, 297, 15]"
88636,130914,15,"[240, 297, 15]"
88637,130915,15,"[240, 297, 15]"
88638,130916,15,"[240, 297, 15]"
88639,130917,15,"[240, 297, 15]"
88640,130918,15,"[240, 297, 15]"
88641,130919,15,"[240, 297, 15]"
88642,130920,15,"[240, 297, 15]"
88643,130921,15,"[240, 297, 15]"
88644,130922,15,"[240, 297, 15]"
88645,130923,15,"[240, 297, 15]"
88650,130929,1235,"[18, 1235]"
88651,130930,1235,"[18, 1235]"
88652,130931,1235,"[18, 1235]"
88653,130932,1235,"[18, 1235]"
88654,130933,1235,"[18, 1235]"
88655,130934,1235,"[18, 1235]"
88658,130937,17,[17]
88661,130940,17,[17]
88662,130941,17,[17]
88665,130944,17,[17]
88666,130945,17,[17]
88667,130946,17,[17]
88668,130947,17,[17]
88669,130948,17,[17]
88670,130949,17,[17]
88671,130950,17,[17]
88672,130951,17,[17]
88673,130952,17,[17]
88674,130953,17,[17]
88675,130954,17,[17]
88676,130955,17,[17]
88677,130956,17,"[17, 103]"
88678,130957,17,"[17, 103]"
88679,130958,17,"[17, 103]"
88681,130960,17,"[17, 103]"
88682,130961,17,"[17, 103]"
88683,130962,17,"[17, 103]"
88684,130963,17,"[17, 103]"
88685,130964,17,"[17, 103]"
88700,130986,38,"[1, 125, 38]"
88701,130987,12,"[25, 27, 12]"
88702,130988,1235,"[18, 1235]"
88703,130989,1235,"[18, 1235]"
88704,130990,1235,"[18, 1235]"
88705,130991,1235,"[18, 1235]"
88706,130992,1235,"[18, 1235]"
88707,130993,1235,"[18, 1235]"
88708,130995,15,"[181, 15]"
88709,130996,15,"[181, 15]"
88710,130997,15,"[181, 15]"
88711,130998,15,"[181, 15]"
88712,130999,15,"[181, 15]"
88713,131000,15,"[181, 15]"
88714,131001,15,"[181, 15]"
88715,131002,15,"[183, 15]"
88716,131003,15,"[183, 15]"
88717,131004,15,"[183, 15]"
88718,131005,15,"[183, 15]"
88720,131010,21,[21]
88721,131011,21,[21]
88722,131012,21,[21]
88723,131013,21,[21]
88724,131014,21,[21]
88725,131015,21,[21]
88726,131016,21,[21]
88727,131017,21,[21]
88728,131018,21,[21]
88729,131019,21,[21]
88730,131020,21,[21]
88731,131021,21,[21]
88733,131023,38,"[250, 125, 38]"
88734,131024,38,"[250, 125, 38]"
88735,131025,38,"[250, 125, 38]"
88736,131026,38,"[250, 125, 38]"
88809,131119,12,"[25, 12, 85]"
88812,131122,12,"[25, 12, 85]"
88816,131126,12,"[25, 12, 85]"
88817,131127,12,"[25, 12, 85]"
88818,131128,12,"[25, 12, 85]"
88823,131146,12,"[25, 12, 85]"
88830,131153,12,"[25, 12, 85]"
88833,131161,12,"[25, 12, 85]"
88836,131164,12,"[25, 12, 85]"
88838,131166,12,"[25, 12, 85]"
88843,131171,12,"[25, 12, 85]"
88844,131172,12,"[25, 12, 85]"
88849,131177,12,"[25, 12, 85]"
88850,131178,12,"[25, 12, 85]"
88851,131179,12,"[25, 12, 85]"
88852,131180,12,"[25, 12, 85]"
88855,131189,15,"[182, 15]"
88856,131190,15,"[182, 15]"
88857,131191,15,"[182, 15]"
88858,131192,15,"[182, 15]"
88859,131193,15,"[182, 15]"
88860,131194,15,"[182, 15]"
88861,131195,15,"[182, 15]"
88862,131196,15,"[182, 15]"
88863,131197,15,"[182, 15]"
88926,131292,12,"[88, 66, 12, 85]"
88937,131303,12,"[25, 27, 12]"
88957,131323,1235,"[18, 1235]"
88958,131324,1235,"[18, 1235]"
88959,131325,1235,"[18, 1235]"
88960,131326,1235,"[18, 1235]"
88961,131327,1235,"[18, 1235]"
88975,131341,38,[38]
89018,131385,38,"[32, 38]"
89048,131416,21,[21]
89049,131417,21,[21]
89050,131418,21,[21]
89051,131419,21,[21]
89052,131420,21,[21]
89053,131421,21,[21]
89054,131422,21,[21]
89055,131423,21,[21]
89056,131424,21,[21]
89057,131425,21,[21]
89058,131426,21,[21]
89068,131436,10,[10]
89070,131438,10,[10]
89071,131439,10,[10]
89074,131442,10,[10]
89075,131443,10,[10]
89076,131444,10,[10]
89078,131446,10,[10]
89079,131447,10,[10]
89080,131448,10,[10]
89081,131449,10,[10]
89082,131450,10,[10]
89083,131451,10,[10]
89084,131452,10,[10]
89085,131453,10,[10]
89086,131454,10,[10]
89146,131529,15,"[42, 495, 236, 15]"
89147,131530,15,"[42, 495, 236, 15]"
89148,131531,15,"[42, 495, 236, 15]"
89149,131532,15,"[42, 495, 236, 15]"
89150,131533,15,"[42, 495, 236, 15]"
89151,131535,12,"[25, 12, 109]"
89152,131536,12,"[25, 12, 109]"
89153,131537,12,"[25, 12, 109]"
89154,131538,12,"[25, 12, 109]"
89155,131539,12,"[25, 12, 109]"
89165,131551,12,"[12, 109, 439, 25, 31]"
89166,131552,12,"[12, 109, 439, 25, 31]"
89167,131553,12,"[12, 109, 439, 25, 31]"
89168,131554,12,"[12, 109, 439, 25, 31]"
89169,131561,38,"[32, 224, 38]"
89175,131567,38,"[32, 224, 38]"
89176,131568,38,"[32, 224, 38]"
89178,131570,38,"[32, 224, 38]"
89186,131578,12,"[25, 27, 12]"
89217,131624,38,"[32, 38]"
89232,131639,12,"[25, 27, 12]"
89243,131650,12,"[25, 12, 85, 111]"
89244,131651,12,"[25, 12, 85, 111]"
89245,131652,12,"[25, 12, 85, 111]"
89246,131653,12,"[25, 12, 85, 111]"
89247,131654,12,"[25, 12, 85, 111]"
89248,131655,12,"[25, 12, 85, 111]"
89249,131656,12,"[25, 12, 85, 111]"
89250,131657,12,"[25, 12, 85, 111]"
89251,131658,12,"[25, 12, 85, 111]"
89315,131764,10,"[10, 76]"
89317,131766,10,"[10, 76]"
89318,131767,10,"[10, 76]"
89319,131768,10,"[10, 76]"
89320,131769,10,"[10, 76]"
89321,131770,10,"[10, 76]"
89322,131771,10,"[10, 76]"
89323,131772,10,"[10, 76]"
89324,131773,10,"[10, 76]"
89325,131774,10,"[10, 76]"
89338,131787,1235,"[267, 1235]"
89339,131788,1235,"[267, 1235]"
89340,131789,1235,"[267, 1235]"
89341,131790,1235,"[267, 1235]"
89342,131791,1235,"[267, 1235]"
89343,131792,1235,"[267, 1235]"
89344,131794,1235,"[267, 1235]"
89345,131795,1235,"[267, 1235]"
89346,131796,1235,"[267, 1235]"
89347,131797,1235,"[267, 1235]"
89355,131808,15,[15]
89357,131810,15,[15]
89358,131811,15,[15]
89359,131812,15,[15]
89360,131813,15,[15]
89361,131814,15,[15]
89362,131815,15,[15]
89364,131817,15,[15]
89380,131833,12,"[58, 12]"
89382,131835,12,"[58, 12]"
89383,131837,1235,[1235]
89418,131897,17,[17]
89420,131899,17,[17]
89421,131900,17,[17]
89422,131901,17,[17]
89423,131902,17,[17]
89424,131903,17,[17]
89425,131904,17,[17]
89426,131905,38,"[41, 250, 38]"
89430,131909,38,"[41, 250, 38]"
89432,131911,1235,"[107, 18, 1235]"
89433,131912,1235,"[107, 18, 1235]"
89434,131913,1235,"[107, 18, 1235]"
89435,131914,1235,"[107, 18, 1235]"
89438,131917,1235,"[107, 18, 1235]"
89439,131918,1235,"[107, 18, 1235]"
89440,131919,1235,"[107, 18, 1235]"
89443,131922,1235,"[107, 18, 1235]"
89444,131923,1235,"[107, 18, 1235]"
89445,131924,1235,"[107, 18, 1235]"
89446,131925,1235,"[107, 18, 1235]"
89457,131938,2,"[2, 118, 102]"
89458,131939,2,"[2, 118, 102]"
89459,131940,2,"[2, 118, 102]"
89460,131941,2,"[2, 118, 102]"
89461,131942,2,"[2, 118, 102]"
89469,131950,2,"[2, 118]"
89470,131951,2,"[2, 118]"
89471,131952,2,"[2, 118]"
89472,131953,2,"[2, 118]"
89473,131954,8,[8]
89474,131955,8,[8]
89475,131956,8,[8]
89476,131957,8,[8]
89477,131958,8,[8]
89479,131960,8,[8]
89480,131961,8,[8]
89482,131963,8,[8]
89483,131964,8,[8]
89499,131980,1235,"[107, 1235]"
89500,131981,1235,"[107, 1235]"
89501,131982,1235,"[107, 1235]"
89502,131983,1235,"[107, 1235]"
89503,131984,1235,"[107, 1235]"
89504,131985,1235,"[107, 1235]"
89505,131986,1235,"[107, 1235]"
89520,132015,38,"[38, 32, 250, 22]"
89524,132019,38,"[38, 32, 250, 22]"
89525,132020,38,"[38, 32, 250, 22]"
89526,132021,38,"[38, 32, 250, 22]"
89527,132022,38,"[38, 32, 250, 22]"
89545,132040,17,"[17, 103]"
89546,132041,17,"[17, 103]"
89547,132042,17,"[17, 103]"
89548,132043,17,"[17, 103]"
89549,132044,17,"[17, 103]"
89550,132045,17,"[17, 103]"
89599,132095,12,"[25, 27, 12]"
89612,132118,21,[21]
89613,132119,12,"[66, 12]"
89614,132120,12,[12]
89615,132121,15,[15]
89616,132122,10,"[10, 362]"
89617,132123,12,"[66, 12]"
89618,132124,15,"[286, 15]"
89619,132125,15,"[495, 15]"
89620,132126,15,"[286, 15]"
89621,132127,15,"[495, 15]"
89623,132129,15,"[181, 182, 15]"
89624,132130,15,"[181, 182, 15]"
89625,132131,15,"[181, 182, 15]"
89626,132132,15,"[240, 297, 15]"
89627,132134,15,"[240, 297, 15]"
89631,132138,15,"[240, 297, 15]"
89632,132139,2,"[2, 118]"
89633,132140,2,"[2, 118]"
89634,132141,2,"[2, 118]"
89635,132142,2,"[2, 118]"
89640,132147,12,"[25, 12, 109]"
89641,132148,12,"[25, 12, 109]"
89642,132149,12,"[25, 12, 109]"
89643,132150,12,"[25, 12, 109]"
89644,132151,12,"[25, 12, 109]"
89645,132152,12,"[25, 12, 109]"
89646,132153,12,"[25, 12, 109]"
89647,132154,12,"[25, 12, 109]"
89668,132189,12,"[45, 27, 12, 53]"
89669,132190,12,"[45, 27, 12, 53]"
89670,132191,12,"[45, 27, 12, 53]"
89672,132193,12,"[45, 27, 12, 53]"
89673,132194,12,"[45, 27, 12, 53]"
89674,132195,12,"[45, 27, 12, 53]"
89675,132196,12,"[45, 27, 12, 53]"
89676,132197,12,"[45, 27, 12, 53]"
89692,132217,15,[15]
89702,132227,15,[15]
89703,132228,9,"[9, 137]"
89704,132229,9,"[9, 137]"
89705,132230,9,"[9, 137]"
89706,132231,9,"[9, 137]"
89707,132232,9,"[9, 137]"
89710,132235,12,"[66, 12]"
89711,132236,12,"[66, 12]"
89712,132237,12,"[66, 12]"
89713,132238,12,"[66, 12]"
89745,132272,38,"[224, 38, 247]"
89772,132309,38,[38]
89864,132420,15,"[240, 297, 15]"
89868,132424,38,"[32, 125, 38]"
89875,132431,38,"[32, 125, 38]"
89877,132433,38,"[32, 125, 38]"
89878,132434,38,"[32, 125, 38]"
89880,132436,38,"[32, 125, 38]"
89904,132463,38,"[38, 224, 30]"
89908,132468,38,"[38, 224, 30]"
89941,132515,15,"[181, 15]"
89942,132516,15,"[181, 15]"
89943,132517,15,"[181, 15]"
89944,132518,15,"[181, 15]"
89945,132519,15,"[181, 15]"
89946,132520,15,"[181, 15]"
89947,132521,15,"[181, 15]"
89948,132522,15,"[181, 15]"
89949,132523,15,"[181, 15]"
89950,132547,1235,"[18, 1235]"
89951,132549,1235,"[18, 1235]"
89953,132552,1235,"[18, 1235]"
89954,132553,1235,"[18, 1235]"
89955,132554,1235,"[18, 1235]"
89956,132555,1235,"[18, 1235]"
89957,132556,1235,"[18, 1235]"
89958,132557,1235,"[18, 1235]"
89959,132558,1235,"[18, 1235]"
89961,132560,1235,"[18, 1235]"
89962,132561,1235,"[18, 1235]"
89965,132566,1235,"[18, 1235]"
89966,132567,1235,"[18, 1235]"
89967,132568,1235,"[18, 1235]"
90037,132663,1235,"[18, 1235]"
90038,132664,1235,"[18, 1235]"
90039,132665,1235,"[18, 1235]"
90040,132666,1235,"[18, 1235]"
90041,132667,1235,"[18, 1235]"
90042,132668,1235,"[18, 1235]"
90043,132669,1235,"[18, 1235]"
90044,132670,1235,"[18, 1235]"
90045,132671,1235,"[18, 1235]"
90046,132672,1235,"[18, 1235]"
90047,132673,1235,"[18, 1235]"
90049,132675,1235,"[18, 1235]"
90050,132676,1235,"[18, 1235]"
90051,132677,1235,"[18, 1235]"
90052,132678,1235,"[18, 1235]"
90053,132679,1235,"[18, 1235]"
90067,132693,12,"[12, 70]"
90069,132695,12,"[12, 70]"
90070,132696,12,"[12, 70]"
90071,132697,12,"[12, 70]"
90072,132698,12,"[12, 70]"
90073,132699,12,"[12, 70]"
90074,132700,12,"[12, 70]"
90075,132701,12,"[12, 70]"
90132,132758,12,"[25, 27, 12]"
90147,132773,15,"[240, 297, 15]"
90148,132774,15,"[240, 297, 15]"
90149,132775,15,"[240, 297, 15]"
90152,132778,10,"[10, 76]"
90153,132779,10,"[10, 76]"
90155,132781,10,"[10, 76]"
90156,132782,10,"[10, 76]"
90158,132784,10,"[10, 76]"
90159,132785,10,"[10, 76]"
90160,132786,10,"[10, 76]"
90161,132787,10,"[10, 76]"
90162,132788,10,"[10, 76]"
90163,132789,10,"[10, 76]"
90164,132790,10,"[10, 76]"
90165,132791,10,"[10, 76]"
90166,132792,10,"[10, 76]"
90167,132793,10,"[10, 76]"
90168,132794,10,"[10, 76]"
90169,132795,10,"[10, 76]"
90171,132798,12,"[66, 12, 359]"
90172,132799,12,"[66, 12, 359]"
90173,132800,12,"[66, 12, 359]"
90174,132801,12,"[66, 12, 359]"
90175,132802,12,"[66, 12, 359]"
90176,132803,12,"[66, 12, 359]"
90231,132862,12,"[25, 27, 12]"
90251,132883,12,"[25, 27, 12, 85]"
90260,132892,12,"[25, 27, 12, 85]"
90261,132893,12,"[25, 27, 12, 85]"
90262,132894,12,"[25, 27, 12, 85]"
90269,132901,12,"[26, 12]"
90275,132907,12,"[26, 12]"
90276,132908,12,"[26, 12]"
90277,132909,12,"[26, 12]"
90278,132910,12,"[26, 12]"
90279,132911,12,"[26, 12]"
90280,132912,12,"[26, 12]"
90281,132913,12,"[26, 12]"
90282,132914,12,"[26, 12]"
90283,132915,12,"[26, 12]"
90322,132954,21,"[539, 21]"
90323,132955,21,"[539, 21]"
90324,132956,21,"[539, 21]"
90325,132957,21,"[539, 21]"
90326,132958,21,"[539, 21]"
90327,132959,21,"[539, 21]"
90328,132960,21,"[539, 21]"
90329,132961,21,"[539, 21]"
90330,132962,21,"[539, 21]"
90331,132963,21,"[539, 21]"
90332,132964,21,"[539, 21]"
90333,132965,21,"[539, 21]"
90371,133003,15,"[42, 468, 15]"
90372,133004,15,"[42, 468, 15]"
90373,133005,15,"[42, 468, 15]"
90374,133006,15,"[42, 468, 15]"
90375,133007,15,"[42, 468, 15]"
90376,133008,15,"[42, 468, 15]"
90377,133009,15,"[42, 468, 15]"
90378,133010,15,"[42, 468, 15]"
90379,133011,15,"[42, 468, 15]"
90380,133012,15,"[42, 468, 15]"
90382,133014,15,"[42, 468, 15]"
90383,133015,15,"[42, 468, 15]"
90384,133016,15,"[42, 468, 15]"
90385,133017,15,"[42, 468, 15]"
90386,133018,15,"[42, 468, 15]"
90387,133019,15,"[42, 468, 15]"
90388,133020,15,"[42, 468, 15]"
90389,133021,15,"[42, 468, 15]"
90390,133022,15,"[42, 468, 15]"
90391,133023,15,"[42, 468, 15]"
90392,133024,15,"[42, 468, 15]"
90393,133025,15,"[42, 468, 15]"
90394,133026,15,"[42, 468, 15]"
90395,133027,15,"[42, 468, 15]"
90396,133028,15,"[42, 468, 15]"
90397,133029,15,"[42, 468, 15]"
90452,133133,38,"[32, 38]"
90589,133272,12,"[26, 12]"
90590,133273,12,"[26, 12]"
90591,133274,12,"[26, 12]"
90592,133275,12,"[26, 12]"
90593,133276,12,"[26, 12]"
90608,133293,38,"[1, 38, 41, 247, 30]"
90609,133294,38,"[1, 38, 41, 247, 30]"
90612,133297,38,"[1, 38, 41, 247, 30]"
90615,133300,38,"[1, 38, 41, 247, 30]"
90616,133301,38,"[1, 38, 41, 247, 30]"
90617,133302,38,"[1, 38, 41, 247, 30]"
90635,133320,38,"[1, 38, 41, 247, 30]"
90641,133326,38,"[1, 38, 41, 247, 30]"
90642,133327,38,"[1, 38, 41, 247, 30]"
90643,133328,38,"[1, 38, 41, 247, 30]"
90644,133329,38,"[1, 38, 41, 247, 30]"
90645,133330,38,"[1, 38, 41, 247, 30]"
90647,133332,38,"[1, 38, 41, 247, 30]"
90648,133333,38,"[1, 38, 41, 247, 30]"
90730,133421,4,[4]
90731,133422,4,[4]
90732,133423,4,[4]
90733,133424,4,[4]
90734,133425,4,[4]
90735,133426,4,[4]
90736,133427,4,[4]
90737,133428,4,[4]
90738,133429,4,[4]
90739,133430,4,[4]
90785,133478,12,"[89, 25, 12, 71]"
90786,133479,12,"[89, 25, 12, 71]"
90787,133480,12,"[89, 25, 12, 71]"
90789,133482,12,"[89, 25, 12, 71]"
90790,133483,12,"[89, 25, 12, 71]"
90791,133484,12,"[89, 25, 12, 71]"
90792,133485,12,"[89, 25, 12, 71]"
90793,133486,12,"[89, 25, 12, 71]"
90839,133535,1235,"[107, 18, 1235]"
90841,133537,1235,"[107, 18, 1235]"
90842,133538,1235,"[107, 18, 1235]"
90848,133544,1235,"[107, 18, 1235]"
90849,133545,1235,"[107, 18, 1235]"
90850,133546,1235,"[107, 18, 1235]"
90854,133551,1235,"[107, 18, 1235]"
90856,133553,1235,"[107, 18, 1235]"
90863,133560,1235,"[107, 18, 1235]"
90864,133561,1235,"[107, 18, 1235]"
90865,133562,1235,"[107, 18, 1235]"
90866,133563,1235,"[107, 18, 1235]"
90867,133564,1235,"[107, 18, 1235]"
90870,133567,1235,"[107, 18, 1235]"
90874,133571,1235,"[107, 18, 1235]"
90875,133572,1235,"[107, 18, 1235]"
90876,133573,1235,"[107, 18, 1235]"
90877,133574,1235,"[107, 18, 1235]"
90879,133576,1235,"[107, 18, 1235]"
90882,133579,1235,"[107, 18, 1235]"
90883,133580,1235,"[107, 18, 1235]"
90924,133624,12,"[25, 27, 12, 111]"
90925,133625,12,"[25, 27, 12, 111]"
90926,133626,12,"[25, 27, 12, 111]"
90927,133627,12,"[25, 27, 12, 111]"
90928,133628,12,"[25, 27, 12, 111]"
90929,133629,12,"[25, 27, 12, 111]"
90930,133630,12,"[25, 27, 12, 111]"
90931,133631,12,"[25, 27, 12, 111]"
90932,133632,12,"[25, 27, 12, 111]"
90938,133638,17,[17]
90939,133639,17,[17]
90990,133727,12,"[58, 12, 314]"
90991,133728,12,"[58, 12, 314]"
90992,133729,12,"[58, 12, 314]"
90993,133730,12,"[58, 12, 314]"
90994,133731,12,"[58, 12, 314]"
91017,133769,38,"[32, 38]"
91018,133770,38,"[32, 38]"
91034,133788,17,"[17, 103]"
91039,133793,17,"[17, 103]"
91043,133797,17,"[17, 103]"
91044,133798,17,"[17, 103]"
91046,133800,17,"[17, 103]"
91047,133801,17,"[17, 103]"
91048,133802,17,"[17, 103]"
91049,133803,17,"[17, 103]"
91050,133804,12,"[25, 66, 12, 71]"
91051,133805,12,"[25, 66, 12, 71]"
91052,133806,12,"[25, 66, 12, 71]"
91053,133807,12,"[25, 66, 12, 71]"
91054,133808,12,"[25, 66, 12, 71]"
91055,133809,12,"[25, 66, 12, 71]"
91056,133810,12,"[25, 66, 12, 71]"
91057,133811,12,"[25, 66, 12, 71]"
91058,133812,12,"[25, 66, 12, 71]"
91059,133813,12,"[25, 66, 12, 71]"
91079,133833,12,"[66, 12, 89, 26, 25]"
91081,133835,2,"[2, 86]"
91082,133836,2,"[2, 86]"
91083,133837,2,"[2, 86]"
91084,133838,2,"[2, 86]"
91086,133843,12,"[25, 27, 12]"
91134,133916,38,"[32, 38]"
91135,133934,1235,[1235]
91136,133935,1235,[1235]
91137,133936,1235,[1235]
91138,133937,1235,[1235]
91140,133939,1235,[1235]
91143,133942,1235,[1235]
91144,133943,1235,[1235]
91167,133967,1235,"[18, 1235]"
91168,133968,1235,"[18, 1235]"
91169,133969,1235,"[18, 1235]"
91170,133970,1235,"[18, 1235]"
91171,133971,1235,"[18, 1235]"
91172,133972,1235,"[18, 1235]"
91173,133973,1235,"[18, 1235]"
91174,133974,1235,"[18, 1235]"
91175,133975,1235,"[18, 1235]"
91176,133976,1235,"[18, 1235]"
91177,133977,1235,"[18, 1235]"
91178,133978,1235,"[18, 1235]"
91179,133979,38,"[32, 38]"
91217,134023,12,"[66, 27, 12]"
91218,134024,12,"[66, 27, 12]"
91219,134025,12,"[66, 27, 12]"
91220,134026,12,"[66, 27, 12]"
91221,134027,12,"[66, 27, 12]"
91222,134028,12,"[66, 27, 12]"
91223,134029,12,"[66, 27, 12]"
91224,134030,12,"[66, 27, 12]"
91225,134031,12,"[66, 27, 12]"
91226,134032,12,"[66, 27, 12]"
91227,134033,12,"[66, 27, 12]"
91228,134034,12,"[66, 27, 12]"
91242,134048,15,"[296, 182, 15]"
91243,134049,15,"[296, 182, 15]"
91244,134050,15,"[296, 182, 15]"
91245,134051,15,"[296, 182, 15]"
91246,134052,15,"[296, 182, 15]"
91247,134053,15,"[296, 182, 15]"
91248,134054,15,"[296, 182, 15]"
91255,134064,38,"[38, 247]"
91260,134069,38,"[38, 247]"
91261,134073,17,[17]
91265,134077,17,[17]
91269,134081,17,[17]
91270,134082,17,[17]
91271,134083,17,[17]
91272,134084,17,[17]
91282,134094,38,"[32, 38]"
91369,134186,12,"[25, 12]"
91370,134187,12,"[25, 12]"
91371,134188,12,"[25, 12]"
91497,134317,3,[3]
91498,134318,12,"[26, 12, 359]"
91499,134319,12,"[26, 12, 359]"
91500,134320,12,"[26, 12, 359]"
91514,134352,15,"[495, 236, 15]"
91515,134353,15,"[495, 236, 15]"
91516,134354,15,"[495, 236, 15]"
91517,134355,15,"[495, 236, 15]"
91518,134356,15,"[495, 236, 15]"
91519,134357,15,"[495, 236, 15]"
91520,134358,15,"[495, 236, 15]"
91521,134359,15,"[495, 236, 15]"
91522,134360,15,"[495, 236, 15]"
91523,134361,15,"[495, 236, 15]"
91524,134362,15,"[495, 236, 15]"
91525,134363,15,"[495, 236, 15]"
91526,134364,15,"[495, 236, 15]"
91527,134365,15,"[495, 236, 15]"
91532,134384,10,[10]
91533,134385,10,[10]
91534,134388,10,[10]
91535,134389,10,[10]
91555,134446,15,"[184, 181, 182, 15]"
91556,134447,15,"[184, 181, 182, 15]"
91557,134448,15,"[184, 181, 182, 15]"
91594,134509,21,[21]
91595,134510,21,[21]
91646,134580,1235,"[107, 18, 1235]"
91652,134586,1235,"[107, 18, 1235]"
91659,134594,12,"[58, 12]"
91662,134597,12,"[58, 12]"
91663,134598,12,"[58, 12]"
91664,134599,12,"[58, 12]"
91675,134610,21,[21]
91686,134622,15,"[495, 236, 15]"
91687,134623,15,"[495, 236, 15]"
91688,134624,15,"[495, 236, 15]"
91689,134625,15,"[495, 236, 15]"
91690,134626,15,"[495, 236, 15]"
91691,134628,15,"[495, 236, 15]"
91692,134629,15,"[495, 236, 15]"
91694,134631,38,[38]
91706,134643,38,"[32, 38]"
91708,134645,12,"[25, 12, 71]"
91709,134646,12,"[25, 12, 71]"
91710,134647,12,"[25, 12, 71]"
91711,134648,12,"[25, 12, 71]"
91712,134650,12,"[25, 12, 71]"
91797,134754,15,"[286, 15]"
91798,134755,15,"[286, 15]"
91799,134756,15,"[286, 15]"
91800,134757,15,"[286, 15]"
91801,134758,15,"[286, 15]"
91802,134759,15,"[286, 15]"
91834,134801,15,"[296, 468, 286, 15]"
91847,134823,21,[21]
91848,134824,21,[21]
91849,134825,21,[21]
91850,134826,21,[21]
91851,134827,21,[21]
91906,134918,2,"[1032, 2, 102]"
91907,134919,2,"[1032, 2, 102]"
91909,134922,2,"[1032, 2, 102]"
91910,134923,2,"[1032, 2, 102]"
91913,134928,2,"[1032, 2, 102]"
91914,134929,2,"[1032, 2, 102]"
91915,134930,2,"[1032, 2, 102]"
91916,134931,2,"[1032, 2, 102]"
91917,134932,2,"[1032, 2, 102]"
91918,134933,2,"[1032, 2, 102]"
91919,134934,2,"[1032, 2, 102]"
91920,134935,2,"[1032, 2, 102]"
91921,134936,2,"[1032, 2, 102]"
91922,134937,2,"[1032, 2, 102]"
91923,134938,2,"[1032, 2, 102]"
91924,134939,2,"[1032, 2, 102]"
91925,134940,2,"[1032, 2, 102]"
91926,134941,2,"[1032, 2, 102]"
91927,134942,2,"[1032, 2, 102]"
91928,134943,2,"[1032, 2, 102]"
91932,134947,2,"[1032, 2, 102]"
91933,134948,2,"[1032, 2, 102]"
91934,134949,2,"[1032, 2, 102]"
91935,134950,2,"[1032, 2, 102]"
91936,134951,2,"[1032, 2, 102]"
91937,134952,2,"[1032, 2, 102]"
91940,134956,2,"[1032, 2, 102]"
91943,134959,2,"[1032, 2, 102]"
91946,134962,2,"[1032, 2, 102]"
91950,134967,17,[17]
91951,134968,17,[17]
91952,134969,17,[17]
91955,134972,17,[17]
91956,134973,17,[17]
91957,134974,17,[17]
91961,134978,17,[17]
91962,134979,17,[17]
91963,134980,17,[17]
91964,134981,17,[17]
91965,134982,5,"[659, 5]"
91966,134983,5,"[659, 5]"
91967,134984,5,"[659, 5]"
91968,134985,5,"[659, 5]"
91982,135004,15,[15]
91983,135005,17,[17]
91984,135006,17,[17]
91985,135007,17,[17]
91986,135008,17,[17]
91987,135009,17,[17]
91988,135010,17,[17]
91989,135023,12,[12]
91993,135027,12,[12]
91994,135028,17,"[17, 103]"
92003,135037,17,"[17, 103]"
92005,135039,17,"[17, 103]"
92006,135040,17,"[17, 103]"
92007,135041,17,"[17, 103]"
92008,135042,17,"[17, 103]"
92009,135043,17,"[17, 103]"
92010,135044,17,"[17, 103]"
92012,135054,38,[38]
92021,135089,38,"[38, 47]"
92023,135091,38,"[38, 47]"
92024,135092,38,"[38, 47]"
92045,135115,15,"[236, 181, 15]"
92046,135116,15,"[236, 181, 15]"
92047,135117,15,"[236, 181, 15]"
92048,135118,15,"[236, 181, 15]"
92101,135210,12,"[27, 12]"
92180,135363,12,"[66, 12, 98]"
92181,135364,12,"[66, 12, 98]"
92182,135365,12,"[66, 12, 98]"
92185,135368,12,"[66, 12, 98]"
92186,135369,12,"[66, 12, 98]"
92187,135370,12,"[66, 12, 98]"
92188,135371,12,"[66, 12, 98]"
92189,135372,12,"[66, 12, 98]"
92190,135373,12,"[66, 12, 98]"
